Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,FreightCost ,LineItemInsurance  ,Manufacturing country
Vietnam,EXW,Air,4-Jan-13,1-Apr-13,HETERO LABS LIMITED,7245,23546.25,3.25,0.11,Yes,1226.11,29.13,India
Côte d'Ivoire,EXW,Air,16-Aug-12,16-Aug-12,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2155,62495.0,29.0,1.45,Yes,7727.12,87.62,India
Haiti,N/A - From RDC,Air,16-Mar-10,15-Mar-10,SCMS from RDC,1628,3093.2,1.9,0.01,Yes,13122.39,6.67,India
Côte d'Ivoire,N/A - From RDC,Truck,14-Aug-15,20-Aug-15,SCMS from RDC,9800,31262.0,3.19,0.11,Yes,4958,36.8,India
Nigeria,N/A - From RDC,Air,24-Jul-08,24-Jul-08,SCMS from RDC,4200,49224.0,11.72,0.39,Yes,4099.51,78.76,India
Côte d'Ivoire,EXW,Air,20-Feb-13,20-Feb-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2424,70296.0,29.0,1.45,Yes,7811.66,98.55,India
Côte d'Ivoire,N/A - From RDC,Air,19-Dec-08,19-Dec-08,SCMS from RDC,6786,63449.1,9.35,0.16,Yes,2739.3,124.36,India
Nigeria,FCA,Air,23-Jul-13,23-Jul-13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5360,31838.4,5.94,0.1,Yes,5506.01,39.38,Germany
Zambia,N/A - From RDC,Air,4-Mar-08,3-Apr-08,SCMS from RDC,6597,62671.5,9.5,0.16,Yes,2891.6,100.27,India
Uganda,N/A - From RDC,Air,6-Sep-10,3-May-10,SCMS from RDC,5218,58545.96,11.22,0.19,Yes,5194.22,126.23,India
Tanzania,N/A - From RDC,Air,28-Feb-11,28-Feb-11,SCMS from RDC,2292,17694.24,7.72,0.13,Yes,1647,38.15,India
Guyana,N/A - From RDC,Air,31-Dec-13,2-Dec-13,SCMS from RDC,1016,5669.28,5.58,0.09,Yes,8420.68,7.01,India
Burundi,N/A - From RDC,Air,20-Nov-14,20-Nov-14,SCMS from RDC,3240,33210.0,10.25,0.34,Yes,4373.84,34.14,India
Rwanda,EXW,Air,25-Feb-12,25-Feb-12,"Trinity Biotech, Plc",1460,46720.0,32.0,1.6,Yes,5405.42,65.5,India
South Sudan,N/A - From RDC,Air,22-Jan-14,11-Feb-14,SCMS from RDC,378,854.28,2.26,0.04,Yes,6333,0.88,India
Tanzania,N/A - From RDC,Air,12-Mar-10,3-Dec-10,SCMS from RDC,2864,22110.08,7.72,0.13,Yes,1979.75,47.67,India
Côte d'Ivoire,N/A - From RDC,Air,7-May-10,30-Jun-10,SCMS from RDC,8021,26308.88,3.28,0.05,Yes,17117.51,56.72,India
Nigeria,N/A - From RDC,Air Charter,19-Mar-09,19-Mar-09,SCMS from RDC,5426,61856.4,11.4,0.19,Yes,Freight Included in Commodity Cost,121.24,India
Côte d'Ivoire,EXW,Air,20-Feb-15,20-Feb-15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2120,65720.0,31.0,1.55,Yes,8231.14,67.56,India
Côte d'Ivoire,EXW,Air,23-Jan-15,23-Jan-15,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2120,65720.0,31.0,1.55,Yes,8291.96,67.56,India
Rwanda,N/A - From RDC,Air,28-Jan-08,28-Jan-08,SCMS from RDC,2093,20.93,0.01,0.0,Yes,12977.28,0.03,India
Zambia,N/A - From RDC,Truck,25-Mar-14,25-Mar-14,SCMS from RDC,1209,2696.07,2.23,0.04,Yes,3526.69,3.34,India
Côte d'Ivoire,N/A - From RDC,Air,4-Aug-08,8-Apr-08,SCMS from RDC,1503,25490.88,16.96,0.09,Yes,1996.68,40.79,Netherlands
Nigeria,N/A - From RDC,Air,31-Aug-10,17-Aug-10,SCMS from RDC,5000,56100.0,11.22,0.19,Yes,6147.18,120.95,India
Uganda,EXW,Air,14-Jun-14,14-Jun-14,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",5424,149702.4,27.6,0.92,Yes,3790.99,153.89,India
Vietnam,EXW,Air,3-Oct-15,10-Mar-15,HETERO LABS LIMITED,5600,10080.0,1.8,0.03,Yes,1328.13,11.86,India
Côte d'Ivoire,CIP,Air,4-Oct-12,10-Apr-12,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2052,34801.92,16.96,0.09,Yes,1416.03,57.42,Netherlands
Côte d'Ivoire,N/A - From RDC,Air,27-Nov-09,13-Nov-09,SCMS from RDC,1758,3691.8,2.1,0.01,Yes,7100.04,7.24,India
Tanzania,EXW,Air,6-Jan-11,1-Jun-11,"Orgenics, Ltd",1250,100000.0,80.0,0.8,Yes,14398.69,165.0,India
Côte d'Ivoire,N/A - From RDC,Truck,31-Oct-14,17-Oct-14,SCMS from RDC,5905,21376.1,3.62,0.12,Yes,2440.19,21.97,India
Mozambique,N/A - From RDC,Truck,30-Jun-15,22-Jun-15,SCMS from RDC,5763,26625.06,4.62,0.15,Yes,3610,31.34,India
Haiti,N/A - From RDC,Air,12-Oct-08,10-Dec-08,SCMS from RDC,1595,3030.5,1.9,0.01,Yes,6338.09,5.94,India
Guyana,FCA,Air,30-Nov-11,30-Nov-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2245,184539.0,82.2,0.68,Yes,5178.47,304.49,Germany
Uganda,EXW,Air,17-Jan-14,17-Jan-14,CIPLA LIMITED,6200,24800.0,4.0,0.07,Yes,2905.49,25.49,India
Uganda,N/A - From RDC,Truck,29-Nov-13,13-Nov-13,SCMS from RDC,990,11345.4,11.46,0.19,Yes,2279.5,14.03,India
Uganda,N/A - From RDC,Truck,10-May-12,24-Sep-12,SCMS from RDC,5619,30117.84,5.36,0.18,Yes,2175.07,42.23,India
Vietnam,EXW,Air,20-Mar-14,20-Mar-14,Aurobindo Pharma Limited,6000,13500.0,2.25,0.04,Yes,1113.01,16.7,India
Rwanda,CIP,Air,23-Nov-09,23-Nov-09,HETERO LABS LIMITED,10620,27505.8,2.59,0.04,Yes,730.81,53.91,India
Nigeria,EXW,Air,19-Oct-11,19-Oct-11,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1850,53650.0,29.0,1.45,Yes,2951.78,88.52,India
South Sudan,N/A - From RDC,Air,31-Mar-14,21-Mar-14,SCMS from RDC,1447,6800.9,4.7,0.16,Yes,6169,6.99,India
Mozambique,N/A - From RDC,Truck,31-Dec-14,15-Aug-14,SCMS from RDC,5768,24917.76,4.32,0.07,Yes,598.91,25.62,India
Zambia,EXW,Air,11-Nov-09,29-Oct-09,"Orgenics, Ltd",2000,144000.0,72.0,0.72,Yes,5962.58,310.46,India
South Africa,DDP,Ocean,1-Apr-12,4-Jan-12,Aurobindo Pharma Limited,6155,91894.15,14.93,0.25,Yes,146.5,151.63,India
Guyana,CIP,Air,8-Jul-09,7-Aug-09,ABBOTT LABORATORIES (PUERTO RICO),2733,224625.27,82.19,0.68,Yes,314,440.27,Germany
Côte d'Ivoire,N/A - From RDC,Air,7-Sep-10,5-Jul-10,SCMS from RDC,2788,43214.0,15.5,0.26,Yes,5121.68,93.17,India
Tanzania,N/A - From RDC,Truck,26-Sep-08,26-Sep-08,SCMS from RDC,2580,106038.0,41.1,0.34,Yes,1146.27,169.66,Germany
Tanzania,N/A - From RDC,Air,26-Sep-08,26-Sep-08,SCMS from RDC,2580,106038.0,41.1,0.34,Yes,1153.97,169.66,Germany
Zambia,N/A - From RDC,Truck,26-Feb-11,15-Feb-11,SCMS from RDC,10776,77694.96,7.21,0.12,Yes,8045.76,167.51,India
Uganda,N/A - From RDC,Truck,15-Dec-08,15-Dec-08,SCMS from RDC,2523,8073.6,3.2,0.05,Yes,5698.01,15.82,India
South Africa,DDP,Ocean,1-Dec-12,12-Jan-12,CIPLA LIMITED,5360,14579.2,2.72,0.05,Yes,5824.11,24.06,India
Rwanda,CIP,Air,1-Apr-10,4-Jan-10,HETERO LABS LIMITED,10350,26806.5,2.59,0.04,Yes,2990.64,52.54,India
Vietnam,EXW,Air,27-Nov-08,27-Nov-08,Aurobindo Pharma Limited,6000,17400.0,2.9,0.05,Yes,2653.27,34.1,India
Zambia,N/A - From RDC,Air,3-Feb-09,2-Mar-09,SCMS from RDC,10000,79000.0,7.9,0.13,Yes,3238,154.84,India
Côte d'Ivoire,N/A - From RDC,Air,25-Aug-09,7-Oct-09,SCMS from RDC,1547,2970.24,1.92,0.01,Yes,1234.9,5.82,India
Uganda,N/A - From RDC,Air,31-May-10,19-May-10,SCMS from RDC,7800,47658.0,6.11,0.1,Yes,6637.05,102.75,India
Vietnam,N/A - From RDC,Air,2-Nov-10,18-Dec-09,SCMS from RDC,6384,55923.84,8.76,0.15,Yes,3119.75,120.57,India
Zambia,N/A - From RDC,Air,27-Sep-10,8-Sep-10,SCMS from RDC,6580,15331.4,2.33,0.04,Yes,4658.75,33.05,India
"Congo, DRC",EXW,Air,30-Sep-13,30-Sep-13,IMRES B.V.,720,16164.0,22.45,0.02,Yes,3089.83,19.99,India
Ethiopia,N/A - From RDC,Air,5-Oct-11,18-May-11,SCMS from RDC,6872,89336.0,13.0,0.43,Yes,2143.5,147.4,India
Nigeria,N/A - From RDC,Air Charter,19-Apr-10,31-Mar-10,SCMS from RDC,6000,16380.0,2.73,0.05,Yes,Freight Included in Commodity Cost,35.32,India
Côte d'Ivoire,EXW,Air,24-Jun-13,24-Jun-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2000,58000.0,29.0,1.45,Yes,7168.62,71.75,India
Nigeria,N/A - From RDC,Air Charter,3-Jul-14,10-Feb-14,SCMS from RDC,5985,23940.0,4.0,0.07,Yes,30936.1,29.61,India
Uganda,EXW,Air,17-Jan-14,17-Jan-14,Aurobindo Pharma Limited,9051,11313.75,1.25,0.04,Yes,3231.11,14.0,India
Rwanda,EXW,Air,11-Apr-11,4-Nov-11,"Orgenics, Ltd",2530,196581.0,77.7,0.78,Yes,26849.57,324.36,India
Rwanda,N/A - From RDC,Air,28-Jun-13,27-May-13,SCMS from RDC,1500,3150.0,2.1,0.01,Yes,4095.24,3.9,India
Ethiopia,N/A - From RDC,Air,2-May-08,5-Feb-08,SCMS from RDC,10000,81500.0,8.15,0.14,Yes,3787.32,130.4,India
Uganda,EXW,Air,21-Mar-14,21-Mar-14,CIPLA LIMITED,7445,16676.8,2.24,0.04,Yes,3868.24,17.14,India
Côte d'Ivoire,N/A - From RDC,Air,28-Feb-14,18-Feb-14,SCMS from RDC,10500,39375.0,3.75,0.06,Yes,4063.81,48.71,India
Zambia,N/A - From RDC,Truck,15-Jan-10,26-Nov-09,SCMS from RDC,6714,38806.92,5.78,0.19,Yes,5837.94,76.06,India
Tanzania,N/A - From RDC,Air,7-Oct-08,10-Jul-08,SCMS from RDC,11352,33034.32,2.91,0.05,Yes,4152.56,52.85,India
Zimbabwe,N/A - From RDC,Truck,31-May-11,30-Jun-11,SCMS from RDC,6392,27741.28,4.34,0.14,Yes,4428.06,59.81,India
Mozambique,N/A - From RDC,Truck,15-Aug-14,15-Aug-14,SCMS from RDC,5572,24071.04,4.32,0.07,Yes,578.25,29.78,India
Côte d'Ivoire,N/A - From RDC,Air,3-Oct-10,2-Mar-10,SCMS from RDC,6464,169680.0,26.25,0.88,Yes,1949.41,365.83,Saudi Arabia
Nigeria,N/A - From RDC,Air Charter,20-Oct-09,20-Oct-09,SCMS from RDC,5060,57684.0,11.4,0.19,Yes,9341.49,113.06,India
Zimbabwe,N/A - From RDC,Truck,17-Aug-07,17-Aug-07,SCMS from RDC,6400,12800.0,2.0,0.07,Yes,5348,20.48,India
Tanzania,N/A - From RDC,Air,7-Sep-08,9-Jul-08,SCMS from RDC,5730,157746.9,27.53,0.46,Yes,886.35,252.4,India
Vietnam,EXW,Air,2-Apr-13,4-Feb-13,MICRO LABS LIMITED,13570,24968.8,1.84,0.03,Yes,1646.5,35.01,India
Haiti,EXW,Air,21-Dec-10,21-Dec-10,"Orgenics, Ltd",2500,244200.0,97.68,0.98,Yes,5631.87,526.5,India
Uganda,N/A - From RDC,Air,2-Aug-11,17-Jan-11,SCMS from RDC,4176,46854.72,11.22,0.19,Yes,2768.96,77.31,India
Tanzania,N/A - From RDC,Air,7-Sep-08,9-Jul-08,SCMS from RDC,11181,32536.71,2.91,0.05,Yes,3594.6,52.06,India
Uganda,EXW,Air,14-Oct-14,14-Oct-14,"Trinity Biotech, Plc",1903,60896.0,32.0,1.6,Yes,3603.93,62.6,India
South Sudan,N/A - From RDC,Air,30-Jan-15,16-Dec-14,SCMS from RDC,6459,0.0,0.0,0.0,Yes,11705.87,0.0,India
Guyana,EXW,Air,10-Jun-10,6-Oct-10,"Trinity Biotech, Plc",1686,53952.0,32.0,1.6,Yes,5806.53,116.32,India
Nigeria,N/A - From RDC,Air,2-Sep-09,9-Feb-09,SCMS from RDC,5217,38605.8,7.4,0.12,Yes,3852.55,75.67,India
Zimbabwe,N/A - From RDC,Truck,16-Feb-15,4-Feb-15,SCMS from RDC,3969,17542.98,4.42,0.05,Yes,251.42,18.03,India
Rwanda,N/A - From RDC,Air,4-Sep-12,29-Mar-12,SCMS from RDC,1489,18612.5,12.5,0.05,Yes,5044.26,26.09,India
Nigeria,N/A - From RDC,Air,8-Mar-08,3-Aug-08,SCMS from RDC,850,1317.5,1.55,0.03,Yes,10575.63,2.11,India
Tanzania,EXW,Air,3-Feb-09,2-Mar-09,"Trinity Biotech, Plc",1678,53696.0,32.0,1.6,Yes,4810.99,105.24,India
Rwanda,CIP,Air,26-Apr-10,26-Apr-10,Aurobindo Pharma Limited,2240,83686.4,37.36,0.31,Yes,7531.78,164.03,India
Côte d'Ivoire,FCA,Air,16-Apr-14,16-Apr-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),600,18492.0,30.82,0.1,Yes,5848.39,19.01,United Kingdom
Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,10076,75872.28,7.53,0.13,Yes,9736.1,163.58,India
Guyana,N/A - From RDC,Air,31-Mar-14,3-Apr-14,SCMS from RDC,118,171.1,1.45,0.01,Yes,7317.96,0.18,India
Zambia,N/A - From RDC,Truck,9-Apr-09,4-Sep-09,SCMS from RDC,9700,74787.0,7.71,0.13,Yes,2448.71,146.58,India
Nigeria,EXW,Air,3-Dec-08,12-Mar-08,"Orgenics, Ltd",3199,255888.01,79.99,0.8,Yes,8213.59,409.42,India
Côte d'Ivoire,EXW,Air,27-Nov-13,27-Nov-13,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",1900,55100.0,29.0,1.45,Yes,8263.16,68.16,India
Rwanda,CIP,Air,8-Oct-09,10-Aug-09,HETERO LABS LIMITED,9300,28737.0,3.09,0.05,Yes,3054.13,56.32,India
Côte d'Ivoire,N/A - From RDC,Air,30-Dec-09,5-Jan-10,SCMS from RDC,9780,73643.4,7.53,0.13,Yes,2794.67,144.34,India
Ethiopia,N/A - From RDC,Air,3-Oct-11,11-Mar-11,SCMS from RDC,2680,96908.8,36.16,0.3,Yes,3600.65,159.9,Germany
Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,10000,26600.0,2.66,0.04,Yes,9736.1,57.35,India
Tanzania,N/A - From RDC,Air,30-Jul-07,30-Jul-07,SCMS from RDC,157,6022.52,38.36,0.11,Yes,2094,9.64,United Kingdom
Uganda,N/A - From RDC,Air,12-Sep-08,9-Dec-08,SCMS from RDC,60,2466.0,41.1,0.34,Yes,2437.63,4.83,Germany
Vietnam,EXW,Air,6-May-12,5-Jun-12,Aurobindo Pharma Limited,200,2500.0,12.5,0.05,Yes,1340.23,3.5,India
Côte d'Ivoire,FCA,Air,23-Oct-09,23-Oct-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,11508.0,38.36,0.11,Yes,4901.51,22.56,United Kingdom
Côte d'Ivoire,FCA,Air,16-Oct-09,16-Oct-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),300,11508.0,38.36,0.11,Yes,8956.05,22.56,France
Zambia,N/A - From RDC,Truck,15-Jan-10,9-Dec-09,SCMS from RDC,10000,75300.0,7.53,0.13,Yes,2412.99,147.59,India
Côte d'Ivoire,N/A - From RDC,Air,12-Jan-09,2-Dec-09,SCMS from RDC,8430,63477.9,7.53,0.13,Yes,1211.48,124.42,India
Côte d'Ivoire,N/A - From RDC,Air,17-Jun-09,17-Jun-09,SCMS from RDC,5601,16803.0,3.0,0.05,Yes,2280.64,32.93,India
Rwanda,N/A - From RDC,Air,2-Jun-09,6-Feb-09,SCMS from RDC,10530,25693.2,2.44,0.04,Yes,5029.05,50.36,India
Vietnam,EXW,Air,10-Aug-12,8-Oct-12,HETERO LABS LIMITED,8586,20005.38,2.33,0.04,Yes,1454.64,28.05,India
Nigeria,N/A - From RDC,Air Charter,31-May-10,18-May-10,SCMS from RDC,9924,74430.0,7.5,0.12,Yes,9736.1,160.47,India
Dominican Republic,N/A - From RDC,Air,21-May-12,4-May-12,SCMS from RDC,1005,2341.65,2.33,0.04,Yes,4392.94,3.28,India
Ethiopia,EXW,Air,2-Nov-10,11-Feb-10,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",800,18400.0,23.0,23.0,Yes,5456.44,39.67,India
Rwanda,N/A - From RDC,Truck,14-Jan-15,24-Dec-14,SCMS from RDC,6030,30692.7,5.09,0.08,Yes,4649.71,31.55,India
Ethiopia,N/A - From RDC,Air,2-Sep-11,7-Feb-11,SCMS from RDC,6020,39551.4,6.57,0.22,Yes,3935.92,65.26,India
Vietnam,EXW,Air,12-May-13,5-Dec-13,MICRO LABS LIMITED,11507,20367.39,1.77,0.03,Yes,1666.35,25.19,India
Zimbabwe,N/A - From RDC,Truck,9-Jun-11,5-Sep-11,SCMS from RDC,6392,27741.28,4.34,0.14,Yes,1709.78,59.81,India
Haiti,N/A - From RDC,Air,9-Sep-08,9-Sep-08,SCMS from RDC,1440,3024.0,2.1,0.01,Yes,7100.67,4.84,India
Côte d'Ivoire,N/A - From RDC,Air,31-May-10,25-May-10,SCMS from RDC,1417,2593.11,1.83,0.01,Yes,2195.9,5.08,India
Zambia,N/A - From RDC,Truck,11-Sep-12,5-Nov-12,SCMS from RDC,10500,30975.0,2.95,0.05,Yes,6800.6,43.43,India
Haiti,EXW,Ocean,20-Oct-14,20-Oct-14,Aurobindo Pharma Limited,1295,1955.45,1.51,0.01,Yes,1893.24,2.01,India
Côte d'Ivoire,FCA,Air,2-Jul-14,7-Feb-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),4600,27324.0,5.94,0.1,Yes,5924.33,33.8,Germany
Zimbabwe,N/A - From RDC,Air,13-Apr-13,13-Apr-13,SCMS from RDC,2390,56762.5,23.75,0.2,Yes,5623.52,70.22,Germany
Zimbabwe,EXW,Air,9-Aug-11,8-Sep-11,"Orgenics, Ltd",1070,85600.0,80.0,0.8,Yes,14423.28,141.24,India
Nigeria,N/A - From RDC,Air,16-Jan-08,24-Jan-08,SCMS from RDC,4836,99138.0,20.5,0.34,Yes,3228,158.62,India
Uganda,N/A - From RDC,Air,5-Mar-10,3-May-10,SCMS from RDC,4400,49368.0,11.22,0.19,Yes,4549.95,106.44,India
Zimbabwe,N/A - From RDC,Truck,17-Jun-08,17-Jun-08,SCMS from RDC,1800,18.0,0.01,0.0,Yes,2185.82,0.03,India
Vietnam,EXW,Air,22-May-13,22-May-13,Aurobindo Pharma Limited,837,1548.45,1.85,0.01,Yes,6368.02,1.92,India
Zambia,N/A - From RDC,Truck,17-May-10,11-May-10,SCMS from RDC,2500,19300.0,7.72,0.13,Yes,4964.27,37.83,India
South Africa,DDP,Ocean,12-Aug-10,1-Feb-11,Aurobindo Pharma Limited,10357,75916.81,7.33,0.12,Yes,3161.68,163.68,India
Nigeria,N/A - From RDC,Air,17-Dec-08,17-Dec-08,SCMS from RDC,7876,12207.8,1.55,0.03,Yes,4608.92,23.93,India
Uganda,N/A - From RDC,Truck,2-Oct-12,19-Jan-12,SCMS from RDC,5471,45190.46,8.26,0.14,Yes,4237.12,74.56,India
Zimbabwe,N/A - From RDC,Truck,31-May-11,9-Jun-11,SCMS from RDC,9073,22773.23,2.51,0.04,Yes,2494.56,49.1,India
Nigeria,FCA,Air,2-Aug-11,8-Feb-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),273,10472.28,38.36,0.11,Yes,3759.22,22.58,United Kingdom
Haiti,N/A - From RDC,Air,4-Feb-08,2-Apr-08,SCMS from RDC,10283,29923.53,2.91,0.05,Yes,5974.7,47.88,India
Côte d'Ivoire,FCA,Air,2-Jul-14,7-Feb-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),540,16642.8,30.82,0.1,Yes,5385.37,20.59,United Kingdom
Kenya,EXW,Air,20-Sep-10,20-Sep-10,"Trinity Biotech, Plc",1515,48480.0,32.0,1.6,Yes,4851,104.52,India
Côte d'Ivoire,CIP,Air,27-Apr-10,27-Apr-10,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2000,100000.0,50.0,0.28,Yes,1434.5,215.6,Netherlands
Rwanda,CIP,Air,27-Jan-10,27-Jan-10,Aurobindo Pharma Limited,5520,47251.2,8.56,0.29,Yes,2355.52,92.61,India
Guyana,N/A - From RDC,Air,30-Sep-14,30-Jul-14,SCMS from RDC,53,595.19,11.23,0.19,Yes,7663.16,0.61,India
Uganda,N/A - From RDC,Truck,30-Sep-14,17-Sep-14,SCMS from RDC,11553,43092.69,3.73,0.06,Yes,2042.9,44.3,India
Guyana,EXW,Air,8-Jul-07,7-Aug-07,"Trinity Biotech, Plc",1500,48000.0,32.0,1.6,Yes,8576.8,76.8,India
Mozambique,N/A - From RDC,Air,15-Aug-07,15-Aug-07,SCMS from RDC,422,7152.9,16.95,0.19,Yes,740.43,11.44,India
Nigeria,N/A - From RDC,Air,15-Jul-10,28-Jun-10,SCMS from RDC,6000,27600.0,4.6,0.15,Yes,Freight Included in Commodity Cost,59.51,India
Nigeria,N/A - From RDC,Air Charter,31-Oct-14,30-Oct-14,SCMS from RDC,6776,21141.12,3.12,0.1,Yes,898,21.73,India
Vietnam,FCA,Air,22-Jan-08,7-Mar-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2000,164400.0,82.2,0.68,Yes,5866.31,263.04,Germany
South Sudan,N/A - From RDC,Air,15-Nov-12,23-Oct-12,SCMS from RDC,270,599.4,2.22,0.04,Yes,4934.43,0.84,India
Nigeria,EXW,Air,19-Jun-07,6-Aug-07,Abbott GmbH & Co. KG,1500,120000.0,80.0,0.8,Yes,3906.29,192.0,Germany
Vietnam,EXW,Air,19-Oct-11,19-Oct-11,HETERO LABS LIMITED,7000,17010.0,2.43,0.04,Yes,6015.18,28.07,India
Mozambique,N/A - From RDC,Air,28-Feb-11,25-Feb-11,SCMS from RDC,1177,2377.54,2.02,0.01,Yes,3415.72,3.92,India
"Congo, DRC",N/A - From RDC,Air,16-Mar-12,14-Mar-12,SCMS from RDC,1090,2125.5,1.95,0.01,Yes,3438.2,2.98,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",77,2464.0,32.0,1.6,Yes,8021.11,2.53,India
South Africa,DDP,Ocean,22-Nov-11,22-Nov-11,Aurobindo Pharma Limited,9829,71751.7,7.3,0.12,Yes,3341.45,118.39,India
Zimbabwe,N/A - From RDC,Truck,30-Jul-10,31-May-10,SCMS from RDC,5900,28025.0,4.75,0.16,Yes,3833.17,60.42,India
"Congo, DRC",EXW,Air,7-Feb-15,2-Jul-15,"Trinity Biotech, Plc",70,2240.0,32.0,1.6,Yes,3918.37,2.64,India
Vietnam,EXW,Air,7-Jul-08,20-Jun-08,Aurobindo Pharma Limited,10080,29232.0,2.9,0.05,Yes,4159.45,46.77,India
Nigeria,N/A - From RDC,Air Charter,8-Apr-09,4-Aug-09,SCMS from RDC,4501,51311.4,11.4,0.19,Yes,7445.8,100.57,India
Côte d'Ivoire,FCA,Air,3-Sep-11,9-Mar-11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),4014,27495.9,6.85,0.11,Yes,4520.66,59.28,Germany
Nigeria,N/A - From RDC,Air Charter,28-Nov-14,30-Oct-14,SCMS from RDC,7526,41393.0,5.5,0.09,Yes,1263,42.55,India
Uganda,N/A - From RDC,Truck,19-Mar-10,29-Jan-10,SCMS from RDC,5184,15033.6,2.9,0.05,Yes,1576.8,29.47,India
Nigeria,N/A - From RDC,Air Charter,19-Mar-09,19-Mar-09,SCMS from RDC,4501,51311.4,11.4,0.19,Yes,22985.72,100.57,India
Côte d'Ivoire,FCA,Air,11-Mar-14,3-Nov-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),500,15410.0,30.82,0.1,Yes,6523.85,15.84,United Kingdom
Côte d'Ivoire,FCA,Air,1-Oct-14,10-Jan-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),4400,26136.0,5.94,0.1,Yes,5335.6,32.33,Germany
Zambia,N/A - From RDC,Truck,4-Jan-11,13-Jan-11,SCMS from RDC,12080,28146.4,2.33,0.04,Yes,2355.79,60.68,India
Vietnam,EXW,Air,19-Aug-08,19-Aug-08,STRIDES ARCOLAB LIMITED,10780,15631.0,1.45,0.02,Yes,7575.6,25.01,India
Uganda,N/A - From RDC,Air,27-Nov-08,27-Nov-08,SCMS from RDC,5377,50274.95,9.35,0.16,Yes,3266.38,98.54,India
Botswana,EXW,Air,7-Mar-08,3-Jul-08,"Trinity Biotech, Plc",500,16000.0,32.0,1.6,Yes,2442.32,25.6,India
Botswana,EXW,Air,7-Mar-08,3-Jul-08,"Trinity Biotech, Plc",500,16000.0,32.0,1.6,Yes,2442.32,25.6,India
Guyana,EXW,Air,27-Jul-10,27-Jul-10,"Trinity Biotech, Plc",1470,47040.0,32.0,1.6,Yes,5255.14,101.42,India
Namibia,EXW,Air,2-Dec-10,12-Feb-10,"Trinity Biotech, Plc",1400,44800.0,32.0,1.6,Yes,5061.46,96.59,India
"Congo, DRC",EXW,Air,4-Mar-15,3-Apr-15,AMSTELFARMA B.V.,580,19198.0,33.1,0.03,Yes,3958.28,22.6,India
Kenya,EXW,Air,11-Apr-11,4-Nov-11,"Trinity Biotech, Plc",1500,48000.0,32.0,1.6,Yes,4976.33,79.2,India
Vietnam,FCA,Air,22-Oct-14,22-Oct-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2000,121640.0,60.82,0.51,Yes,1467.82,125.05,Germany
Guyana,N/A - From RDC,Air,6-Jul-10,27-May-10,SCMS from RDC,3604,17119.0,4.75,0.16,Yes,5783.6,36.91,India
Vietnam,EXW,Air,8-Mar-10,3-Aug-10,STRIDES ARCOLAB LIMITED,4065,10569.0,2.6,0.04,Yes,6269.65,22.79,India
Côte d'Ivoire,N/A - From RDC,Air,21-May-12,1-Mar-12,SCMS from RDC,10350,24115.5,2.33,0.04,Yes,20548.8,33.81,India
Haiti,FCA,Air,6-May-15,5-Jun-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),420,12944.4,30.82,0.1,Yes,2737.95,13.31,United Kingdom
Nigeria,CIP,Air,10-Oct-08,10-Oct-08,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),5900,297360.0,50.4,1.68,Yes,1727.2,475.78,Netherlands
